State,FY,COLI (Cost of Living) Adjustment,EMI (Enrollment Mix) Adjustment,HECA (Inflation) Adjustment,CPI (Inflation) Adjustment,Total State Support,Total State and Local Support,Total Federal Stimulus,Total State and Local Support Excluding Federal Stimulus,Adjustments to State Support,Research - Agriculture - Medical (RAM),Total Independent Support,Total Financial Aid,Education Appropriations,Public Federal Stimulus,Education Appropriations Excluding Federal Stimulus,General Public Operations,State Public Financial Aid as a Percent of Education Appropriations,Net Tuition and Fee Revenue,Student Share,Total Education Revenue,Total Education Revenue Excluding Federal Stimulus,Net FTE Enrollment,State Tax Appropriations,Non-Tax Support,Local Appropriations,Federal Stimulus Used for Financial Aid,Agency Funding,Independent Operating,Non-Credit,State Public Financial Aid,Independent Financial Aid,Out-of-State Financial Aid,Agriculture and Extension Appropriations,Hospital Appropriations,Medical School Appropriations,Research Appropriations,Gross Tuition and Fee Revenue,Medical Tuition and Fee Revenue,Institutional Discounts and Waivers,Tuition and Fees Used for Debt Service,Gross FTE Enrollment,Medical FTE Enrollment
Oklahoma,2004,0.877256,1.011231,0.600923,0.601003,765570476,796017378,0.0,796017378,25919476.0,141987678,4124028.0,42043290.0,649905672,0.0,649905672,611986410.0,0.0583457932953692,289584404,0.308235724248353,939490076,939490076,133393,739651000.0,0.0,30446902,,,0.0,0.0,37919262.0,4124028.0,0.0,42104535.0,0.0,97323496.0,2559647.0,432665043.0,33390751.0,71770626.0,0.0,139351.0,5958.0
Oregon,2004,1.115894,1.008344,0.600923,0.601003,588544493,688378363,0.0,688378363,0.0,105113175,3014791.0,21785033.0,580250397,0.0,580250397,561480155.0,0.032348520736988,531074624,0.477875161599552,1111325021,1111325021,126970,586093331.0,2451162.0,99833870,,,0.0,0.0,18770242.0,3014791.0,0.0,44437068.0,8472111.0,43027445.0,9176551.0,589280448.0,2502808.0,36932774.0,0.0,127116.0,146.0
Pennsylvania,2004,0.959724,1.027127,0.600923,0.601003,1946617000,2045043000,0.0,2045043000,0.0,88880000,228295000.0,351081146.0,1727868000,0.0,1727868000,1557270854.0,0.0987327423159639,1973574449,0.533190634784337,3701442449,3701442449,322665,1946617000.0,0.0,98426000,,,47811000.0,0.0,170597146.0,180484000.0,0.0,27580000.0,11447000.0,26931000.0,22922000.0,2220517569.0,76345974.0,0.0,0.0,324523.0,1858.0
Rhode Island,2004,1.203631,0.965323,0.600923,0.601003,183664198,183664198,0.0,183664198,0.0,0,3337909.0,12622756.0,177104304,0.0,177104304,171041442.0,0.0342332843588036,171945645,0.492610428658163,349049949,349049949,29134,183664198.0,0.0,0,,,0.0,0.0,6062862.0,3337909.0,3221985.0,0.0,0.0,0.0,0.0,178008507.0,0.0,0.0,0.0,29134.0,0.0
South Carolina,2004,0.930178,1.015291,0.600923,0.601003,925611695,968961144,0.0,968961144,3702593.0,185285155,57684818.0,222169150.0,718001377,0.0,718001377,552210967.0,0.23090542067303,603218854,0.486752617681747,1239271926,1239271926,143071,778909102.0,143000000.0,43349449,,,2750000.0,6545872.0,165790410.0,54934818.0,1443922.0,40007139.0,0.0,113705393.0,31572623.0,874901195.0,33297321.0,72594610.0,81948305.0,145399.0,2328.0
South Dakota,2004,0.938154,0.969914,0.600923,0.601003,153592900,153592900,0.0,153592900,955866.0,30276304,0.0,89100.0,123316596,0.0,123316596,123227496.0,0.000722530485677694,128234797,0.543796657427388,235813875,235813875,28154,152637034.0,0.0,0,,,0.0,0.0,89100.0,0.0,0.0,15553451.0,0.0,13389693.0,1333160.0,131343996.0,3020099.0,0.0,15737518.0,28373.0,219.0
Tennessee,2004,0.868302,0.996218,0.600923,0.601003,1089739600,1089739600,0.0,1089739600,1059100.0,216310000,16234420.0,44478378.0,857195180,0.0,857195180,828951222.0,0.0329492729998785,593378327,0.413598163000023,1434673507,1434673507,161104,1088680500.0,0.0,0,,,0.0,0.0,28243958.0,16234420.0,0.0,45333300.0,68639700.0,76794600.0,25542400.0,749649838.0,34321353.0,93706200.0,15900000.0,163615.0,2511.0
Texas,2004,0.909418,0.999183,0.600923,0.601003,5190201119,5863718818,0.0,5863718818,224393025.0,1475922982,93101877.0,115512002.0,4294693959,0.0,4294693959,4272283834.0,0.00521809591415405,1844180359,0.300611794060628,6134757170,6134757170,799142,4920133094.0,45675000.0,673517699,,,0.0,0.0,22410125.0,93101877.0,0.0,118113839.0,986599258.0,156173777.0,215036108.0,2357931850.0,25163904.0,466177462.0,4117148.0,814044.0,14902.0
Utah,2004,0.975545,1.019268,0.600923,0.601003,614439000,614439000,0.0,614439000,0.0,62743500,220000.0,6306100.0,548367400,0.0,548367400,542281300.0,0.011098580987856,277724363,0.336190693866052,826091763,826091763,108636,603196000.0,11243000.0,0,,,0.0,3108100.0,6086100.0,220000.0,0.0,27212400.0,12772700.0,20508600.0,2249800.0,338003367.0,7692212.0,46500692.0,0.0,109464.0,828.0
Vermont,2004,1.140446,0.973758,0.600923,0.601003,77222258,77222258,0.0,77222258,123931.0,13714000,5848024.0,17686270.0,52794333,0.0,52794333,45821988.0,0.132066163237634,172909364,0.774977542779424,223115322,223115322,17429,77098327.0,0.0,0,,,0.0,0.0,6972345.0,5848024.0,4865901.0,8833000.0,0.0,4881000.0,0.0,232181345.0,13237335.0,39062301.0,2588375.0,17823.0,394.0
Virginia,2004,0.964973,1.023269,0.600923,0.601003,1346281000,1358444940,0.0,1358444940,0.0,130495500,59785508.0,122065638.0,1167725932,0.0,1167725932,1085195578.0,0.0706761336186546,1011091871,0.464481625245142,2176817803,2176817803,257534,1346281000.0,0.0,12163940,,,20688224.0,0.0,82530354.0,39097284.0,438000.0,65046240.0,0.0,48613221.0,16836039.0,1135118898.0,41496673.0,,2000000.0,259696.0,2162.0
Washington,2004,1.08211,0.990187,0.600923,0.601003,1360709000,1360709000,0.0,1360709000,0.0,120060000,28428000.0,147357000.0,1212221000,0.0,1212221000,1093292000.0,0.0981083482302319,503369000,0.293408681561445,1715590000,1715590000,220041,1360709000.0,0.0,0,,,0.0,0.0,118929000.0,28428000.0,0.0,20526000.0,15940000.0,58361000.0,25233000.0,655326000.0,33028000.0,0.0,0.0,225858.0,5817.0
West Virginia,2004,0.897032,1.024591,0.600923,0.601003,405472640,405472640,0.0,405472640,651.0,119359353,4935397.0,45058653.0,281143990,0.0,281143990,241054634.0,0.142593679487867,216386529,0.46769878566057,462662157,462662157,69466,352726000.0,52745989.0,0,,,0.0,0.0,40089356.0,4935397.0,33900.0,20768552.0,8833948.0,86458330.0,3298523.0,327423965.0,29696159.0,41251921.0,34868362.0,70607.0,1141.0
Wisconsin,2004,0.942542,1.001632,0.600923,0.601003,1124646475,1575370025,0.0,1575370025,0.0,147466426,30573183.0,84540249.0,1397330416,0.0,1397330416,1337938950.0,0.0425035233756767,629757345,0.310670981847046,2027087761,2027087761,212880,1124646475.0,0.0,450723550,,,5424400.0,0.0,59391466.0,25148783.0,0.0,26763989.0,8080975.0,40329858.0,72291604.0,797916952.0,17063058.0,91705083.0,0.0,213912.0,1032.0
Wyoming,2004,0.990072,0.956238,0.600923,0.601003,200615570,221824570,0.0,221824570,3200000.0,21066516,0.0,9998366.0,200758054,0.0,200758054,190759688.0,0.0498030629446129,45832464,0.185864664917894,246590518,246590518,22225,197415570.0,0.0,21209000,,,0.0,0.0,9998366.0,0.0,0.0,12257162.0,7163241.0,0.0,1646113.0,63775480.0,0.0,7944650.0,0.0,22245.0,20.0
U.S.,2004,1.0,1.0,0.600923,0.601003,62440727122,69181853085,0.0,69181853085,406334978.0,8917849761,2232787124.0,5817354475.0,57810237008,0.0,57810237008,54000034286.0,0.0659087891556772,30678823253,0.347710533118096,88230928692,88230928692,9731216,60276254530.0,1758137614.0,6741125963,,,258676560.0,187938003.0,3810202722.0,1974110564.0,33041189.0,1755223318.0,1794730261.0,3793045962.0,1574850220.0,39478372688.0,1117220465.0,3872126248.0,258131569.0,9862275.0,131059.0
Alabama,2003,0.876645,1.020407,0.58137,0.587227,1162194091,1163938091,0.0,1163938091,0.0,298709608,11212879.0,21193624.0,853896083,0.0,853896083,838235969.0,0.018339601635109,687549198,0.446041910455594,1541445281,1541445281,180654,1162194091.0,0.0,1744000,,,5798890.0,0.0,15660114.0,5413989.0,119521.0,55723919.0,0.0,239635617.0,3350072.0,730229170.0,27019858.0,0.0,0.0,185273.0,4619.0
Alaska,2003,1.240699,0.97226,0.58137,0.587227,212658887,213363853,0.0,213363853,-246313.0,19678708,0.0,1507300.0,192177845,0.0,192177845,192177845.0,0.0,45931797,0.192901877530856,238109642,238109642,17974,212905200.0,0.0,704966,,,0.0,0.0,0.0,0.0,1507300.0,6201686.0,0.0,0.0,13477022.0,51188202.0,0.0,5256405.0,0.0,17974.0,0.0
Arizona,2003,0.964115,1.016214,0.58137,0.587227,924384710,1352826510,0.0,1352826510,63820310.0,166957400,325100.0,6665200.0,1182635910,0.0,1182635910,1179203910.0,0.00290199204250444,535517900,0.320459814722013,1671092210,1671092210,215146,859059400.0,1505000.0,428441800,,,0.0,0.0,3432000.0,325100.0,2908100.0,29575300.0,0.0,55762700.0,81619400.0,683344800.0,4070900.0,140324000.0,47061600.0,215552.0,406.0
Arkansas,2003,0.851381,1.004731,0.58137,0.587227,616911000,627048447,0.0,627048447,0.0,150849750,6188926.0,30770134.0,467643771,0.0,467643771,445428563.0,0.0475045523486723,217623665,0.335590695585295,648479436,648479436,92508,616911000.0,0.0,10137447,,,0.0,0.0,22215208.0,6188926.0,2366000.0,52032233.0,0.0,75542241.0,23275276.0,322638060.0,11642082.0,71157105.0,36788000.0,94314.0,1806.0
California,2003,1.268947,0.974561,0.58137,0.587227,9332329700,11322760700,0.0,11322760700,0.0,832270000,243202137.0,612496150.0,10247288563,0.0,10247288563,9877994550.0,0.0360382174005926,1430864105,0.122524867218151,11678152668,11678152668,1459682,9097785700.0,234544000.0,1990431000,,,0.0,0.0,369294013.0,243202137.0,0.0,,196034000.0,300374000.0,335862000.0,2165645818.0,38393400.0,327094300.0,0.0,1472812.0,13130.0
Colorado,2003,1.046565,1.024068,0.58137,0.587227,606544478,649047666,0.0,649047666,0.0,103308544,9562926.0,101948926.0,536176196,0.0,536176196,443790196.0,0.172305299431831,619189050,0.535924939878276,1155365246,1155365246,156258,605895826.0,648652.0,42503188,,,0.0,0.0,92386000.0,9562926.0,0.0,11384302.0,0.0,91924242.0,0.0,711575050.0,0.0,0.0,0.0,159539.0,3281.0
Connecticut,2003,1.187963,1.001642,0.58137,0.587227,898552550,898552550,0.0,898552550,86232.0,105426780,17271556.0,38783527.0,775280943,0.0,775280943,754342243.0,0.0270078868686961,313558465,0.287974941663757,1088839408,1088839408,68062,898466318.0,0.0,0,,,0.0,0.0,20938700.0,17271556.0,573271.0,2976650.0,0.0,99687549.0,2762581.0,334497165.0,0.0,0.0,0.0,68529.0,467.0
Delaware,2003,1.032251,1.04089,0.58137,0.587227,182065000,182065000,0.0,182065000,0.0,7977300,0.0,11245524.0,172991541,0.0,172991541,162842176.0,0.0586697184228216,241371155,0.582511788175063,414362696,414362696,31028,182065000.0,0.0,0,,,0.0,0.0,10149365.0,0.0,1096159.0,3856500.0,0.0,2445400.0,1675400.0,251520520.0,0.0,0.0,0.0,31028.0,0.0
Florida,2003,0.953944,1.019976,0.58137,0.587227,3235350981,3235350981,0.0,3235350981,67357781.0,276276579,123447059.0,377371669.0,2774468127,0.0,2774468127,2520543517.0,0.0915219055965749,1000963320,0.265125545001056,3775431447,3775431447,476654,2673291979.0,494701221.0,0,,,0.0,61159216.0,253924610.0,123447059.0,0.0,111817619.0,0.0,164458960.0,0.0,1395832338.0,21228353.0,119716055.0,0.0,478254.0,1600.0
Georgia,2003,0.88005,1.009819,0.58137,0.587227,2320869396,2326869396,0.0,2326869396,16675071.0,279918721,48189293.0,372089041.0,1982068886,0.0,1982068886,1656485626.0,0.164264351405595,327744694,0.142275747887355,2303587919,2303587919,282373,1909942439.0,394251886.0,6000000,,,1700937.0,16675071.0,325583260.0,46488356.0,17425.0,83522007.0,34380450.0,112956178.0,49060086.0,801681837.0,6889152.0,141464731.0,6225661.0,286739.0,4366.0
Hawaii,2003,1.403817,1.019532,0.58137,0.587227,369649000,369649000,0.0,369649000,0.0,66693952,0.0,1211000.0,302030048,0.0,302030048,301744048.0,0.000946925651582852,71450000,0.191308746966853,373480048,373480048,34420,369649000.0,0.0,0,,,0.0,0.0,286000.0,0.0,925000.0,14465000.0,0.0,18523000.0,33705952.0,74738118.0,3002118.0,0.0,0.0,35215.0,795.0
Idaho,2003,0.939717,0.97697,0.58137,0.587227,336641700,344487700,0.0,344487700,13635900.0,32853800,1095862.0,7369500.0,310538038,0.0,310538038,304264400.0,0.0202024783836626,99837062,0.243282455490111,410375100,410375100,43104,323005800.0,0.0,7846000,,,0.0,0.0,6273638.0,1095862.0,0.0,23316400.0,0.0,7223400.0,2314000.0,128124900.0,0.0,22014200.0,0.0,43130.0,26.0
Illinois,2003,0.939411,0.987444,0.58137,0.587227,2716756400,3318203004,0.0,3318203004,-47000000.0,329804759,208290200.0,364825100.0,2714920945,0.0,2714920945,2521994945.0,0.0710613693394302,793786800,0.226233376413629,3508707745,3508707745,348182,2763756400.0,0.0,601446604,,,36391100.0,65187100.0,192926000.0,171899100.0,0.0,16176573.0,174384695.0,29574693.0,109668798.0,1207295700.0,29300100.0,191282800.0,0.0,352708.0,4526.0
Indiana,2003,0.900031,1.007056,0.58137,0.587227,1315842145,1315842145,0.0,1315842145,-10837522.0,170917042,63758309.0,149393117.0,1080376092,0.0,1080376092,995531986.0,0.0785320099438113,998671290,0.480350423297856,2079047382,2079047382,213728,1326679667.0,0.0,0,,,0.0,0.0,84844106.0,63758309.0,790702.0,70606334.0,0.0,96017802.0,4292906.0,1198117331.0,39944098.0,74657837.0,0.0,217979.0,4251.0
Iowa,2003,0.920653,1.017111,0.58137,0.587227,769854449,812387662,0.0,812387662,0.0,111575316,47103670.0,52517549.0,653708676,0.0,653708676,648294797.0,0.0082817915667376,510572165,0.438530075408155,1164280841,1164280841,115060,769854449.0,0.0,42533213,,,0.0,0.0,5413879.0,47103670.0,0.0,53902820.0,0.0,43735823.0,13936673.0,537612769.0,21626725.0,0.0,0.0,117739.0,2679.0
Kansas,2003,0.924198,1.001955,0.58137,0.587227,679829546,808154546,0.0,808154546,0.0,172693796,7438226.0,14209178.0,628022524,0.0,628022524,621251572.0,0.0107813840129084,313852084,0.333220665823491,941874608,941874608,109045,670686927.0,9142619.0,128325000,,,0.0,0.0,6770952.0,7438226.0,0.0,46553063.0,108592785.0,0.0,17547948.0,340374355.0,19751319.0,0.0,0.0,110408.0,1363.0
Kentucky,2003,0.87029,1.004377,0.58137,0.587227,1068765000,1068765000,0.0,1068765000,0.0,163581600,13337535.0,89492934.0,891845865,0.0,891845865,815690466.0,0.0853907631225044,351877852,0.282922844672263,1243723717,1243723717,141005,1008333700.0,60431300.0,0,,,0.0,0.0,76155399.0,13337535.0,0.0,58432200.0,18155900.0,86993500.0,0.0,504098500.0,13244082.0,62821167.0,,143685.0,2680.0
Louisiana,2003,0.91497,1.000753,0.58137,0.587227,1196304128,1196304128,0.0,1196304128,36287072.0,245659822,14816283.0,104562057.0,935828023,0.0,935828023,841822249.0,0.100451975886172,318119057,0.253694164669214,1253947080,1253947080,177275,1160017056.0,0.0,0,,,4260000.0,0.0,94005774.0,10556283.0,0.0,76213783.0,3306890.0,138333150.0,27805999.0,468715888.0,17543215.0,39047842.0,0.0,181273.0,3998.0
Maine,2003,1.098886,1.026167,0.58137,0.587227,234088660,234088660,0.0,234088660,0.0,24344750,2118874.0,12463964.0,205381523,0.0,205381523,197279946.0,0.0394464744523294,137765582,0.40147674275148,343147105,343147105,32736,234088660.0,0.0,0,,,0.0,0.0,8101577.0,2118874.0,2243513.0,14244750.0,0.0,0.0,10100000.0,146998448.0,0.0,1131289.0,0.0,32736.0,0.0
Maryland,2003,1.189709,0.990881,0.58137,0.587227,1216838045,1422763445,0.0,1422763445,0.0,184790080,59541632.0,76403658.0,1178107377,0.0,1178107377,1118970885.0,0.0501961817356484,839240220,0.416011708268835,2017347597,2017347597,168261,1206694926.0,10143119.0,205925400,,,42598822.0,0.0,59136492.0,16942810.0,324356.0,33819786.0,3330543.0,79350899.0,68288852.0,963803990.0,22332529.0,43094749.0,0.0,169279.0,1018.0
Massachusetts,2003,1.243975,0.987311,0.58137,0.587227,1031934445,1031934445,0.0,1031934445,0.0,32418163,48325927.0,116037978.0,951190355,0.0,951190355,879815804.0,0.0750370844540365,530224790,0.357917759778269,1481415145,1481415145,137045,1031934445.0,0.0,0,,,3662500.0,0.0,71374551.0,44663427.0,0.0,0.0,0.0,32418163.0,0.0,657677167.0,4432000.0,51645826.0,0.0,137717.0,672.0
Michigan,2003,0.857267,1.008582,0.58137,0.587227,2151247000,2594247000,0.0,2594247000,0.0,191691974,97845413.0,187720556.0,2302509613,0.0,2302509613,2203089013.0,0.0431792334063102,1786876069,0.436954645013109,4089385682,4089385682,352290,2151247000.0,0.0,443000000,,,11745457.0,0.0,99420600.0,86099956.0,2200000.0,66229197.0,0.0,73462777.0,52000000.0,2159375378.0,86000000.0,187078709.0,0.0,360645.0,8355.0
Minnesota,2003,0.961356,0.989603,0.58137,0.587227,1323393000,1323393000,0.0,1323393000,0.0,194892000,67938000.0,134601000.0,1060563000,0.0,1060563000,992263000.0,0.0643997574872968,640824000,0.376647993666344,1701387000,1701387000,185452,1323393000.0,0.0,0,,,1637000.0,0.0,68300000.0,66301000.0,0.0,57355000.0,0.0,73801000.0,63736000.0,783838000.0,34713000.0,40001000.0,0.0,190710.0,5258.0
Mississippi,2003,0.83345,1.008723,0.58137,0.587227,735733000,777283067,0.0,777283067,900000.0,211344058,3899247.0,29369397.0,561219754,0.0,561219754,536569612.0,0.0439224418319388,322226725,0.364738252581796,883446479,883446479,111650,734658000.0,175000.0,41550067,,,,0.0,24650142.0,3899247.0,820008.0,46515641.0,22107395.0,125114313.0,17606709.0,417414263.0,6750092.0,63787304.0,0.0,114128.0,2478.0
Missouri,2003,0.852005,0.985412,0.58137,0.587227,890581375,992581375,0.0,992581375,-58798042.0,29796147,18838710.0,41694744.0,943946518,0.0,943946518,921090484.0,0.0242132722184585,510849878,0.351148710159439,1454796396,1454796396,166014,875070000.0,74309417.0,102000000,,,0.0,0.0,22856034.0,18838710.0,0.0,0.0,25551998.0,0.0,4244149.0,759765112.0,56059200.0,170000000.0,0.0,169568.0,3554.0
Montana,2003,0.978571,1.059349,0.58137,0.587227,146034002,149331736,0.0,149331736,0.0,19112314,0.0,3271848.0,130219422,0.0,130219422,126947574.0,0.0251256529152771,128285421,0.496259255769533,258504843,258504843,34975,146034002.0,0.0,3297734,,,0.0,0.0,3271848.0,0.0,0.0,13045097.0,0.0,4433806.0,1633411.0,145598327.0,0.0,14041058.0,0.0,34975.0,0.0
Nebraska,2003,0.949022,1.001357,0.58137,0.587227,533314436,588205481,0.0,588205481,5123317.0,180931096,3646765.0,8604293.0,401179848,0.0,401179848,398670092.0,0.00625593736203818,199578431,0.332210870788516,600758279,600758279,68672,520691119.0,7500000.0,54891045,,,0.0,0.0,2509756.0,3646765.0,2447772.0,69777380.0,0.0,99196841.0,11956875.0,258266401.0,8594687.0,47583527.0,0.0,70105.0,1433.0
Nevada,2003,1.053903,1.038213,0.58137,0.587227,401635761,401635761,0.0,401635761,-919953.0,36450074,0.0,44783198.0,365185687,0.0,365185687,320402489.0,0.12263130674122,111376653,0.233708465087694,476562340,476562340,54037,357772516.0,44783198.0,0,,,0.0,0.0,44783198.0,0.0,0.0,12604877.0,0.0,17881193.0,5964004.0,159452879.0,3293028.0,0.0,0.0,54037.0,0.0
New Hampshire,2003,1.14418,1.039625,0.58137,0.587227,106872000,106872000,0.0,106872000,0.0,12388000,731901.0,2704797.0,93334203,0.0,93334203,91779203.0,0.0166605590450052,165504463,0.639411667343395,258838666,258838666,28068,106872000.0,0.0,0,,,0.0,0.0,1555000.0,731901.0,417896.0,11411000.0,0.0,0.0,977000.0,218830370.0,0.0,51770907.0,0.0,28068.0,0.0
New Jersey,2003,1.140457,0.989993,0.58137,0.587227,1580361358,1755145565,0.0,1755145565,0.0,225877000,86937022.0,188388358.0,1442331543,0.0,1442331543,1316395207.0,0.0873144157535768,1054145792,0.422253299567809,2496477335,2496477335,194846,1580361358.0,0.0,174784207,,,24485000.0,0.0,125936336.0,62452022.0,0.0,25739000.0,0.0,197025000.0,3113000.0,1228843128.0,48761000.0,0.0,0.0,200263.0,5417.0
New Mexico,2003,0.946305,0.988873,0.58137,0.587227,641703164,701160064,0.0,701160064,21855100.0,93855400,1012100.0,44982295.0,605012764,0.0,605012764,562322369.0,0.0705611476983649,67043420,0.0997586535116237,672056184,672056184,75847,605894600.0,13953464.0,59456900,,,0.0,0.0,42690395.0,1012100.0,1279800.0,20549000.0,24959000.0,42983000.0,5364400.0,153026900.0,2830998.0,40462087.0,0.0,76149.0,302.0
New York,2003,1.057517,0.989115,0.58137,0.587227,3497776487,3971405781,0.0,3971405781,0.0,328846200,292250000.0,577650000.0,3350309581,0.0,3350309581,3020659581.0,0.0983938922747569,1414803263,0.296908658686111,4765112844,4765112844,483417,3497776487.0,0.0,473629294,,,44250000.0,0.0,329650000.0,248000000.0,0.0,18100000.0,12849000.0,237471200.0,60426000.0,1860465263.0,0.0,116012000.0,0.0,487202.0,3785.0
North Carolina,2003,0.896213,0.98433,0.58137,0.587227,2449659000,2577073446,0.0,2577073446,0.0,414610000,78323000.0,143003000.0,2083221446,0.0,2083221446,2019460446.0,0.0306069237729996,583577000,0.21883056099546,2666798446,2666798446,302159,2449659000.0,0.0,127414446,,,0.0,0.0,63761000.0,78323000.0,919000.0,82747000.0,39303000.0,263629000.0,28931000.0,690423000.0,8361000.0,34724000.0,0.0,304800.0,2641.0
North Dakota,2003,1.015662,1.020071,0.58137,0.587227,203801000,203801000,0.0,203801000,0.0,42318000,346644.0,1864031.0,161136356,0.0,161136356,159618969.0,0.00941678859859534,106728157,0.398440822954402,267864513,267864513,34667,203801000.0,0.0,0,,,0.0,0.0,1517387.0,346644.0,0.0,25358000.0,0.0,14960000.0,2000000.0,147412384.0,6630000.0,32536840.0,0.0,35575.0,908.0
Ohio,2003,0.870595,1.009494,0.58137,0.587227,2064474127,2175386276,0.0,2175386276,760000.0,312343721,94798475.0,177027376.0,1766677465,0.0,1766677465,1678239368.0,0.0500589942148835,1560751676,0.469056322422825,3327429141,3327429141,352538,2063714127.0,0.0,110912149,,,7775811.0,0.0,88438097.0,87022664.0,1566615.0,25394863.0,0.0,175840450.0,111108408.0,2138985973.0,75323931.0,414472269.0,0.0,357798.0,5260.0
Oklahoma,2003,0.877256,1.011231,0.58137,0.587227,838136140,866000635,0.0,866000635,26662140.0,145393957,3441239.0,37051498.0,717165439,0.0,717165439,683555180.0,0.0468654192913499,228784278,0.241856701142181,945949717,945949717,128005,811474000.0,0.0,27864495,,,0.0,0.0,33610259.0,3441239.0,0.0,43065154.0,0.0,99499859.0,2828944.0,350521457.0,27370016.0,60756904.0,0.0,132143.0,4138.0
Oregon,2003,1.115894,1.008344,0.58137,0.587227,635486463,733753716,0.0,733753716,0.0,109290394,3012646.0,17290276.0,621450676,0.0,621450676,607173046.0,0.0229746793291766,470066274,0.430654122228702,1091516950,1091516950,125808,632782019.0,2704444.0,98267253,,,0.0,0.0,14277630.0,3012646.0,0.0,47922375.0,6587009.0,45502194.0,9278816.0,520886335.0,2790738.0,33751693.0,0.0,125940.0,132.0
Pennsylvania,2003,0.959724,1.027127,0.58137,0.587227,1998020000,2092576000,0.0,2092576000,0.0,90259000,225176000.0,343092110.0,1777141000,0.0,1777141000,1610305890.0,0.0938783754356013,1713432664,0.490874231267907,3490573664,3490573664,315591,1998020000.0,0.0,94556000,,,48919000.0,0.0,166835110.0,176257000.0,0.0,27028000.0,11808000.0,27778000.0,23645000.0,1953015216.0,72747442.0,0.0,0.0,317484.0,1893.0
Rhode Island,2003,1.203631,0.965323,0.58137,0.587227,175992129,175992129,0.0,175992129,0.0,0,1659560.0,6554044.0,172546294,0.0,172546294,169438085.0,0.0180137685252168,153663438,0.471057184768479,326209732,326209732,26887,175992129.0,0.0,0,,,0.0,0.0,3108209.0,1659560.0,1786275.0,0.0,0.0,0.0,0.0,156771647.0,0.0,0.0,0.0,26887.0,0.0
South Carolina,2003,0.930178,1.015291,0.58137,0.587227,1051554033,1092655989,0.0,1092655989,12550950.0,219440029,55569553.0,199111115.0,808071197,0.0,808071197,663227534.0,0.179246164864852,495097611,0.398053975554642,1243795167,1243795167,137267,888822666.0,150180417.0,41101956,,,2750000.0,8127311.0,144843663.0,52819553.0,1447899.0,48493120.0,0.0,139374286.0,31572623.0,733223555.0,23453696.0,69828585.0,59373641.0,139535.0,2268.0
South Dakota,2003,0.938154,0.969914,0.58137,0.587227,149665555,149665555,0.0,149665555,1339312.0,30124035,0.0,89100.0,119541520,0.0,119541520,119452420.0,0.000745347725208781,114473635,0.521534152495461,219494034,219494034,28232,148326243.0,0.0,0,,,0.0,0.0,89100.0,0.0,0.0,15528758.0,0.0,13287092.0,1308185.0,117390482.0,2827747.0,0.0,14521121.0,28455.0,223.0
Tennessee,2003,0.868302,0.996218,0.58137,0.587227,1106888100,1106888100,0.0,1106888100,-47100000.0,218501400,21150700.0,47207600.0,867236000,0.0,867236000,841179100.0,0.0300459159905723,524676100,0.38113672978652,1376608600,1376608600,160535,1153988100.0,0.0,0,,,0.0,0.0,26056900.0,21150700.0,0.0,45614000.0,68602300.0,78005200.0,26279900.0,629409200.0,0.0,78676200.0,15303500.0,163022.0,2487.0
Texas,2003,0.909418,0.999183,0.58137,0.587227,4988201973,5661719672,0.0,5661719672,204884074.0,1486270658,104388097.0,126798222.0,4071060917,0.0,4071060917,4048650792.0,0.00550473831192735,2275462734,0.358536871384929,6346523651,6346523651,766342,4756542899.0,26775000.0,673517699,,,0.0,0.0,22410125.0,104388097.0,0.0,121847209.0,975615708.0,156770836.0,232036905.0,2484738567.0,24913344.0,161952364.0,0.0,780746.0,14404.0
Utah,2003,0.975545,1.019268,0.58137,0.587227,614007000,614007000,0.0,614007000,0.0,57792400,220000.0,6741200.0,552879100,0.0,552879100,546357900.0,0.0117949837496118,249524699,0.310971482576443,802403799,802403799,108386,602086000.0,11921000.0,0,,,0.0,3115500.0,6521200.0,220000.0,0.0,22156600.0,12807300.0,20423700.0,2404800.0,292929433.0,6955944.0,29927590.0,0.0,109176.0,790.0
Vermont,2003,1.140446,0.973758,0.58137,0.587227,75125186,75125186,0.0,75125186,116225.0,13489000,5327668.0,16706962.0,51418084,0.0,51418084,44929224.0,0.126198012356898,156773508,0.761552287370963,205860465,205860465,16843,75008961.0,0.0,0,,,0.0,0.0,6488860.0,5327668.0,4890434.0,8708000.0,0.0,4781000.0,0.0,210889046.0,12628965.0,34997713.0,2331127.0,17238.0,395.0
Virginia,2003,0.964973,1.023269,0.58137,0.587227,1427177000,1440012000,0.0,1440012000,0.0,149029721,58953036.0,112560003.0,1231571243,0.0,1231571243,1156379535.0,0.0610534781705682,915458440,0.426383690569591,2147029683,2147029683,254694,1427177000.0,0.0,12835000,,,22042741.0,0.0,75191708.0,36910295.0,458000.0,69402650.0,0.0,58954114.0,20672957.0,1024066554.0,33416406.0,,0.0,256825.0,2131.0
Washington,2003,1.08211,0.990187,0.58137,0.587227,1375255000,1375255000,0.0,1375255000,0.0,125231000,24344000.0,132998000.0,1225680000,0.0,1225680000,1117026000.0,0.0886479342079499,463228000,0.274276633185467,1688908000,1688908000,220677,1375255000.0,0.0,0,,,0.0,0.0,108654000.0,24344000.0,0.0,19893000.0,15321000.0,63759000.0,26258000.0,604029000.0,32147000.0,0.0,0.0,226355.0,5678.0
